Journals,Sentiment
I received a response from a possible new job.  They told me to go ahead and fill out an application because they said I was someone they were looking for to join them.  I am hopeful that this will turn into a good thing!,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.42875
}"
I was worried that I haven't been exercising at the gym. I went for a walk but would have liked even more moderate activity for my health.,"{
    ""sentiment"": ""negative"",
    ""sentiment_score"": -0.5525568181818182
}"
I was happy about how my spiritual life with God has been going.  I have been praying more and resting in God and feeling calm and peaceful.  I was satisfied in growing closer in my walk with God.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.8623511904761905
}"
I did a lot of running and jogging.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.8239182692307693
}"
I really needed to catch up on sleep so I took a nap in the middle of the day and that felt great.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.8675
}"
"I felt that God was there for me, and closer than ever before.","{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.8489583333333334
}"
"After a long tiring day, I decided to treat myself and ordered a pizza for dinner.  It was delicious and I ate a bit too much.","{
    ""sentiment"": ""neutral"",
    ""sentiment_score"": 0.04831112132352941
}"
Eating my favorite food is always a satisfying an happy times for me. It brings back good and meaningful nostalgic feelings of a time when I was younger.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.8177083333333334
}"
I hate going to class right now. All I have is a computer class where I'm rotely going through task after task without a productive end.,"{
    ""sentiment"": ""negative"",
    ""sentiment_score"": -0.8377757352941176
}"
We went grocery shopping and I got some really good food we needed and no junk this time. That makes me feel good about it most. I am going to be healthy and loose weight now.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.8629807692307693
}"
"I did extra Turking yesterday in addition to my regular work, and I got a wonderful surprise. I did a couple of odd typing type hits and when I checked e mail later I saw I earned 2 bonuses, 1 was 5.50 and the next was for 8.25. This was a great ""work"" type surprise.","{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.4565217391304347
}"
"I got a good night of sleep yesterday, which I needed because I stayed up way too late the night before.","{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.58375
}"
Dinner was cream of potato soup and fresh bread.  The house smelled of the bread rising in the bread machine and potato soup is so easy to make yet I don't often.  It brought back memories of my Dad since he used to make it often when I was growing up.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.614406779661017
}"
I was able to spend time with friends praying and fellowshiping last night. It was fun to hangout and encourage one another,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.8924278846153846
}"
"Made gyros for dinner, forgot feta but was able to pick some up. It was great.","{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.66796875
}"
I was very excited to eat my leftovers for lunch. looked forward to it from the morning,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.94140625
}"
Work is work. There are ups and downs but yesterday was good. I got a lot of things done and I had a good time occasionally having a chat with my boss about non-work stuff. It was a good day at work.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.6122685185185185
}"
I had a good night sleep after all the hard work and great food I had during the day.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.8876488095238095
}"
"I am so thankful to be able to still work at the age of 67 and have food on my table.  There are so many homeless people who would love to be able to have that.  Some may not want to work for it and just receive a handout, which I feel each individual who is capable should work for what they have.","{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.6970486111111112
}"
all day i try to make a quote of exercise i think its the best form to get very healthy,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.6589673913043478
}"
I had a terrible headache.,"{
    ""sentiment"": ""negative"",
    ""sentiment_score"": -0.9196428571428572
}"
I went to Olive Garden with the wife for lunch. The Pasta Fagoli was good as usual.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.7990056818181818
}"
I took the time to make a home cooked meal last night and it was so good. I made acorn squash with apples and sausage. Getting to enjoy this meal made me very satisfied because it was so tasty and very happy that it turned out so good. This meal also makes me nostalgic for other times when I have made this delicious meal.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.84765625
}"
I had a great workout today. Everything flowed and I felt strong. I warmed up by playing some basketball then ran a couple of miles and then did sprints. I felt alive and working out really cleared my mind today.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.724375
}"
My mother is older and having some health problems. I spoke to her on the phone and learned that she refused to take some medicine the doctor gave her. I am frustrated because I feel like she does not want to get better.,"{
    ""sentiment"": ""negative"",
    ""sentiment_score"": -0.5838994565217391
}"
The sleep was good,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.9091796875
}"
"I felt good and awake yesterday while doing my daily activities. It was a very salient day and my health was in tip top shape, as far as how I felt.","{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.8224826388888888
}"
The food I had was delicious. My girlfriend prepared a very nice meal. It had me ready to take on the rest of the night.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.8927801724137931
}"
I'm so far behind in my school work and I wasn't happy with my last grade. I think the professor is an idiot who has no idea what he's doing. It feels like he's just going through the motions and that makes me anxious because I want a good grade.,"{
    ""sentiment"": ""negative"",
    ""sentiment_score"": -0.7899038461538461
}"
I was able to accomplish a big quota at work and that made me feel both satisfied and proud of myself to know that I actually accomplished what I have being working so hard for.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.93046875
}"
i slept so good and hard like a baby it was relaxing and i needed to get some rest so i felt so much better the next day,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.7959280303030303
}"
"I love going to bed at night and getting much needed rest, i am always looking forward to the next day and what lies ahead.","{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.9146205357142856
}"
"Thr aforementioned ""alone time""w ith my wife last night.  We made love, and as always, it was a pleasurable experience.","{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.7008928571428571
}"
"Exercising after a busy days felt really good.  It energized me and made me somewhat proud to see that I was meeting my goal for exercising.  I felt very relaxed afterwards and was able to enjoy the rest of the evening, feeling better physically and mentally as a result.  It helped to clear my mind.","{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.8745404411764706
}"
we had pizza again so tired of pizza gross,"{
    ""sentiment"": ""negative"",
    ""sentiment_score"": -0.8680555555555556
}"
My dog was really well behaved. She is my family and i love her so much.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.90234375
}"
I'm getting old. I take naps in the afternoon. Even if I only sleep for 20 minutes it's usually good for me. That's about what it was yesterday. Just that little bit of sleep got me going for the rest of the day.,"{
    ""sentiment"": ""neutral"",
    ""sentiment_score"": 0.32254464285714285
}"
